00:13:00,0,21
00:17:00,21,0
00:21:00,0,6
00:47:00,21,6
00:51:00,0,6
04:51:00,6,21
04:56:00,6,0
05:07:00,6,21
05:12:00,6,0
05:13:00,0,21
05:17:00,21,0
05:28:00,6,0
05:28:00,0,21
05:32:00,21,0
05:43:00,0,21
05:47:00,21,0
05:56:00,6,21
05:58:00,0,21
06:02:00,21,0
06:03:00,6,0
06:12:00,6,21
06:13:00,0,21
06:13:00,6,0
06:17:00,21,0
06:21:00,0,21
06:27:00,6,21
06:27:00,21,0
06:28:00,0,21
06:28:00,6,0
06:34:00,0,21
06:35:00,21,0
06:40:00,0,21
06:42:00,21,0
06:42:00,6,0
06:46:00,0,21
06:48:00,21,0
06:49:00,6,0
06:51:00,0,21
06:54:00,21,0
06:56:00,0,21
06:59:00,21,0
07:00:00,6,0
07:01:00,0,21
07:05:00,21,0
07:06:00,0,21
07:06:00,6,0
07:10:00,0,21
07:11:00,21,0
07:14:00,0,21
07:16:00,21,0
07:18:00,0,21
07:21:00,21,0
07:22:00,0,21
07:26:00,21,0
07:26:00,0,21
07:30:00,0,21
07:31:00,21,0
07:36:00,21,0
07:36:00,0,21
07:41:00,21,0
07:42:00,0,21
07:45:00,21,6
07:48:00,0,21
07:49:00,21,0
07:54:00,21,0
07:54:00,0,21
07:57:00,21,6
08:00:00,0,21
08:01:00,21,0
08:05:00,21,0
08:06:00,0,21
08:11:00,21,0
08:12:00,0,21
08:17:00,21,0
08:18:00,0,21
08:23:00,21,0
08:24:00,0,21
08:29:00,21,0
08:30:00,0,21
08:35:00,21,0
08:36:00,0,21
08:41:00,21,0
08:42:00,0,21
08:47:00,21,0
08:48:00,0,21
08:53:00,21,0
08:54:00,0,21
08:59:00,21,0
09:00:00,0,21
09:05:00,21,0
09:06:00,0,21
09:11:00,21,0
09:12:00,0,21
09:17:00,21,0
09:18:00,0,21
09:23:00,21,0
09:24:00,0,21
09:29:00,21,0
09:30:00,0,21
09:35:00,21,0
09:36:00,0,21
09:41:00,21,0
09:42:00,0,21
09:47:00,21,0
09:48:00,0,21
09:53:00,21,0
09:54:00,0,21
09:59:00,21,0
10:00:00,0,21
10:05:00,21,0
10:06:00,0,21
10:11:00,21,0
10:12:00,0,21
10:17:00,21,0
10:18:00,0,21
10:23:00,21,0
10:24:00,0,21
10:29:00,21,0
10:30:00,0,21
10:35:00,21,0
10:36:00,0,21
10:41:00,21,0
10:42:00,0,21
10:47:00,21,0
10:48:00,0,21
10:53:00,21,0
10:54:00,0,21
10:59:00,21,0
11:00:00,0,21
11:05:00,21,0
11:06:00,0,21
11:11:00,21,0
11:12:00,0,21
11:17:00,21,0
11:18:00,0,21
11:23:00,21,0
11:24:00,0,21
11:29:00,21,0
11:30:00,0,21
11:35:00,21,0
11:36:00,0,21
11:41:00,21,0
11:42:00,0,21
11:47:00,21,0
11:48:00,0,21
11:53:00,21,0
11:54:00,0,21
11:59:00,21,0
12:00:00,0,21
12:05:00,21,0
12:06:00,0,21
12:11:00,21,0
12:12:00,0,21
12:17:00,21,0
12:18:00,0,21
12:23:00,21,0
12:24:00,0,21
12:29:00,21,0
12:30:00,0,21
12:35:00,21,0
12:36:00,0,21
12:41:00,21,0
12:42:00,0,10
12:42:00,0,21
12:47:00,21,13
12:47:00,21,0
12:48:00,0,10
12:48:00,0,21
12:53:00,21,13
12:53:00,21,0
12:54:00,0,10
12:54:00,0,21
12:59:00,21,13
12:59:00,21,0
13:00:00,0,10
13:00:00,0,21
13:02:00,10,0
13:04:00,13,21
13:05:00,21,13
13:06:00,0,10
13:06:00,0,21
13:06:00,21,0
13:08:00,10,0
13:10:00,13,21
13:10:00,21,0
13:11:00,21,13
13:12:00,0,10
13:12:00,0,21
13:14:00,10,0
13:16:00,13,21
13:17:00,21,13
13:17:00,21,0
13:18:00,0,10
13:18:00,0,21
13:20:00,10,0
13:22:00,13,21
13:23:00,21,13
13:23:00,21,0
13:24:00,0,10
13:24:00,0,21
13:26:00,10,0
13:28:00,13,21
13:29:00,21,13
13:29:00,21,0
13:30:00,0,10
13:30:00,0,21
13:32:00,10,0
13:34:00,13,21
13:35:00,21,13
13:35:00,21,0
13:36:00,0,10
13:36:00,0,21
13:38:00,10,0
13:40:00,13,21
13:41:00,21,13
13:41:00,21,0
13:42:00,0,10
13:42:00,0,21
13:44:00,10,0
13:46:00,13,21
13:47:00,21,13
13:47:00,21,0
13:48:00,0,10
13:48:00,0,21
13:50:00,10,0
13:52:00,13,21
13:53:00,21,13
13:53:00,21,0
13:54:00,0,10
13:54:00,0,21
13:56:00,10,0
13:58:00,13,21
13:59:00,21,13
13:59:00,21,0
14:00:00,0,10
14:00:00,0,21
14:02:00,10,0
14:04:00,13,21
14:05:00,21,13
14:05:00,21,0
14:06:00,0,10
14:06:00,0,21
14:08:00,10,0
14:10:00,13,21
14:11:00,21,13
14:11:00,21,0
14:12:00,0,10
14:12:00,0,21
14:14:00,10,0
14:16:00,13,21
14:17:00,21,13
14:17:00,21,0
14:18:00,0,10
14:18:00,0,21
14:20:00,10,0
14:22:00,13,21
14:23:00,21,13
