06 40
52
07 01
11
21
31
41
51
08 01
11
21
31
41
51
15 47
57
16 01
11
21
31
41
51
17 01
11
21
31
41
51
18 01 
11

06 35
47
35
45
55
07 05
15
24
34
44
54
08 04
14
24
34
44
15 35
45
55
16 05
15
24
34
44
54
17 04
14
24
34
44
